Rank,Player,REC,TGT,YDS,Y/R,LG,20+,TD,ATT,YDS,TD,FL,G,FPTS,FPTS/G,ROST,Fantasy_yr,Posit
354,Malik Heath (GB),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,2022,WR
355,Britain Covey (PHI),0,0,0,0,0,0,0,0,0,0,0,17,0,0,0.10%,2022,WR
356,Chris Blair (ATL),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,2022,WR
357,Cornell Powell (KC),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,2022,WR
358,Austin Watkins Jr. (CLE),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,2022,WR
359,John Metchie III (HOU),0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.30%,2022,WR
360,Ty Fryfogle (KC),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,2022,WR
361,Jayden Reed (GB),0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.80%,2022,WR
362,Ronnie Bell (SF),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10%,2022,WR
363,Rakim Jarrett (TB),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,2022,WR
364,Kayshon Boutte (NE),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.70%,2022,WR
365,Zay Flowers (BAL),0,0,0,0,0,0,0,0,0,0,0,0,0,0,58.20%,2022,WR
366,Kearis Jackson (TEN),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,2022,WR
367,Slade Bolden (ATL),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,2022,WR
368,Emeka Emezie (FA),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.00%,2022,WR
369,Dontario Drummond (DAL),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,2022,WR
370,Joseph Ngata (PHI),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,2022,WR
371,Calvin Austin III (PIT),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.80%,2022,WR
372,C.J. Saunders (CAR),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,2022,WR
373,Kaylon Geiger Sr. (TB),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,2022,WR
374,Johnny Johnson III (HOU),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,2022,WR
375,Kalil Pimpleton (NYG),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,2022,WR
376,Stanley Berryhill III (DET),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.00%,2022,WR
377,Tanner Conner (MIA),0,3,0,0,0,0,0,0,0,0,0,2,0,0,0.00%,2022,WR
378,Tay Martin (SF),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.00%,2022,WR
379,Bo Melton (GB),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10%,2022,WR
380,Justin Shorter (BUF),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.20%,2022,WR
381,Taye Barber (TB),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,2022,WR
382,Jadon Haselwood (PHI),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,2022,WR
383,Rashee Rice (KC),0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.10%,2022,WR
384,Milton Wright (LAC),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,2022,WR
385,Jordan Addison (MIN),0,0,0,0,0,0,0,0,0,0,0,0,0,0,81.30%,2022,WR
386,Parker Washington (JAC),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10%,2022,WR
387,Marvin Mims Jr. (DEN),0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.10%,2022,WR
388,Quentin Johnston (LAC),0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.30%,2022,WR
389,Jerrion Ealy (KC),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,2022,WR
390,Jonathan Mingo (CAR),0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.20%,2022,WR
391,Makai Polk (BAL),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,2022,WR
392,Kevin Austin Jr. (JAC),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,2022,WR
393,Jaxon Smith-Njigba (SEA),0,0,0,0,0,0,0,0,0,0,0,0,0,0,85.00%,2022,WR
394,Jacob Harris (JAC),1,1,6,6,6,0,0,0,0,0,0,3,0,0,0.00%,2022,WR
395,Tre Nixon (NE),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,2022,WR
396,Kawaan Baker (NO),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,2022,WR
397,Brandon Smith (ARI),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,2022,WR
398,Blake Proehl (MIN),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,2022,WR
399,Puka Nacua (LAR),0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.30%,2022,WR
400,Josh Gordon (FA),0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.00%,2022,WR
401,Eron Riley (NYJ),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,2022,WR
402,Demario Ballard (DET),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,2022,WR
403,Patrick Edwards (DET),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,2022,WR
404,Albert Wilson (FA),0,0,0,0,0,0,0,0,0,0,0,3,0,0,0.00%,2022,WR
405,Nick Williams (DEN),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,2022,WR
406,Odell Beckham Jr. (BAL),0,0,0,0,0,0,0,0,0,0,0,0,0,0,85.50%,2022,WR
407,Maurice Purify (CIN),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,2022,WR
408,Matthew Slater (NE),0,0,0,0,0,0,0,0,0,0,0,8,0,0,0.10%,2022,WR
409,Marko Mitchell (MIN),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,2022,WR
410,Kenny McKinley (DEN),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,2022,WR
411,Lance Long (SF),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,2022,WR
412,Bobby Wade (WAS),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,2022,WR
413,Chris Henry (CIN),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,2022,WR
414,Mike Furrey (WAS),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,2022,WR
415,Onrea Jones (CHI),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,2022,WR
416,Taj Smith (IND),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,2022,WR
417,Rod Harper (PHI),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,2022,WR
418,Sam Giguere (NYG),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,2022,WR
419,Nate Hughes (JAC),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,2022,WR
420,Andre Roberts (FA),0,0,0,0,0,0,0,0,0,0,0,3,0,0,0.00%,2022,WR
421,Tanner Gentry (FA),0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.00%,2022,WR
422,Tim Patrick (DEN),0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.10%,2022,WR
423,Justin Hardee (NYJ),0,0,0,0,0,0,0,0,0,0,0,12,0,0,0.00%,2022,WR
424,Marcus Kemp (WAS),0,0,0,0,0,0,0,0,0,0,0,2,0,0,0.00%,2022,WR
425,David Moore (TB),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,2022,WR
426,Isaiah Ford (CHI),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,2022,WR
427,Jaydon Mickens (NYG),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,2022,WR
428,Marken Michel (FA),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.00%,2022,WR
429,Vyncint Smith (IND),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,2022,WR
430,Chris Lacy (LV),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,2022,WR
431,Daurice Fountain (CHI),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,2022,WR
432,Keke Coutee (NO),1,1,20,20,20,1,0,0,0,0,1,7,0,0,0.00%,2022,WR
433,Javon Wims (CAR),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,2022,WR
434,Greg Ward (PHI),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10%,2022,WR
435,James Washington (NO),0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.10%,2022,WR
436,Trey Quinn (DET),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,2022,WR
437,Deon Cain (PHI),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,2022,WR
438,Calvin Ridley (JAC),0,0,0,0,0,0,0,0,0,0,0,0,0,0,94.80%,2022,WR
439,Marcell Ateman (BUF),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,2022,WR
440,Brandon Zylstra (FA),0,0,0,0,0,0,0,0,0,0,0,2,0,0,0.00%,2022,WR
441,Willie Snead IV (SF),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,2022,WR
442,Ty Montgomery (NE),3,4,15,5,7,0,1,2,-2,0,0,1,0,0,0.70%,2022,WR
443,Jakeem Grant Sr. (CLE),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10%,2022,WR
444,Rashard Higgins (FA),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.00%,2022,WR
445,Alex Erickson (NYJ),0,0,0,0,0,0,0,0,0,0,0,2,0,0,0.00%,2022,WR
446,Braylon Sanders (MIA),2,3,17,8.5,13,0,0,0,0,0,1,2,-0.3,-0.2,0.00%,2022,WR
447,Ihmir Smith-Marsette (KC),1,4,15,15,15,0,0,1,-1,0,1,4,-0.6,-0.2,0.00%,2022,WR
448,Deonte Harty (BUF),2,2,13,6.5,9,0,0,0,0,0,1,4,-0.7,-0.2,0.20%,2022,WR
449,KaVontae Turpin (DAL),1,2,9,9,9,0,0,3,17,0,2,17,-1.4,-0.1,0.20%,2022,WR
450,Chester Rogers (FA),0,0,0,0,0,0,0,0,0,0,1,3,-2,-0.7,0.00%,2022,WR
