Rank,Player,REC,TGT,YDS,Y/R,LG,20+,TD,ATT,YDS,TD,FL,G,FPTS,FPTS/G,ROST,Fantasy_yr,Posit
236,Tyrie Cleveland (PHI),0,1,0,0,0,0,0,0,0,0,0,4,0,0,0.00%,2021,WR
237,Isaiah Coulter (BUF),0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.00%,2021,WR
238,Michael Bandy (DEN),0,0,0,0,0,0,0,0,0,0,0,2,0,0,0.00%,2021,WR
239,Landen Akers (FA),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.00%,2021,WR
240,Dillon Stoner (FA),0,0,0,0,0,0,0,0,0,0,0,2,0,0,0.00%,2021,WR
241,Brandon Smith (ARI),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.00%,2021,WR
242,Jacob Harris (JAC),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.00%,2021,WR
243,Jalen Camp (HOU),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.00%,2021,WR
244,Kawaan Baker (NO),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.00%,2021,WR
245,Osirus Mitchell (FA),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.00%,2021,WR
246,John Brown (FA),0,3,0,0,0,0,0,0,0,0,0,3,0,0,0.00%,2021,WR
247,Matthew Slater (NE),0,0,0,0,0,0,0,0,0,0,0,10,0,0,0.00%,2021,WR
248,David Moore (TB),0,2,0,0,0,0,0,0,0,0,0,2,0,0,0.00%,2021,WR
249,Ryan Switzer (FA),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.00%,2021,WR
250,Rodney Adams (FA),0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.00%,2021,WR
251,Justin Hardee (NYJ),0,0,0,0,0,0,0,0,0,0,0,11,0,0,0.00%,2021,WR
252,JoJo Natson (FA),0,0,0,0,0,0,0,0,0,0,0,3,0,0,0.00%,2021,WR
253,Vyncint Smith (IND),0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.00%,2021,WR
254,Jordan Veasy (FA),0,0,0,0,0,0,0,0,0,0,0,2,0,0,0.00%,2021,WR
255,Damion Ratley (FA),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.00%,2021,WR
256,Daurice Fountain (CHI),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.00%,2021,WR
257,River Cracraft (MIA),0,0,0,0,0,0,0,0,0,0,0,3,0,0,0.10%,2021,WR
258,Ty Montgomery (NE),16,26,95,5.9,21,1,0,15,44,0,0,14,0,0,0.70%,2021,WR
259,Devin Smith (FA),0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.00%,2021,WR
260,Allen Hurns (FA),0,0,0,0,0,0,0,0,0,0,0,4,0,0,0.00%,2021,WR
261,Geronimo Allison (FA),0,2,0,0,0,0,0,0,0,0,0,1,0,0,0.00%,2021,WR
262,Alex Bachman (HOU),0,0,0,0,0,0,0,1,-3,0,0,2,-0.3,-0.2,0.00%,2021,WR
263,Malik Taylor (NYJ),2,3,14,7,7,0,0,0,0,0,1,7,-0.6,-0.1,0.00%,2021,WR
264,Racey McMath (TEN),2,6,8,4,9,0,0,0,0,0,1,6,-1.2,-0.2,0.00%,2021,WR
265,Travis Benjamin (FA),0,5,0,0,0,0,0,0,0,0,1,5,-2,-0.4,0.00%,2021,WR
266,J.J. Koski (FA),0,0,0,0,0,0,0,0,0,0,1,3,-2,-0.7,0.00%,2021,WR
267,Diontae Spencer (FA),1,4,-3,-3,0,0,0,0,0,0,2,15,-4.3,-0.3,0.00%,2021,WR
