Rank,Player,REC,TGT,YDS,Y/R,LG,20+,TD,ATT,YDS,TD,FL,G,FPTS,FPTS/G,ROST,Fantasy_yr,Posit
238,Malik Turner (IND),0,0,0,0,0,0,0,0,0,0,0,6,0,0,0.00%,2020,WR
239,Fred Brown (FA),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.00%,2020,WR
240,Cyril Grayson Jr. (FA),0,3,0,0,0,0,0,0,0,0,0,3,0,0,0.00%,2020,WR
241,Deante Burton (FA),0,0,0,0,0,0,0,0,0,0,0,4,0,0,0.00%,2020,WR
242,Derrick Willies (FA),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.00%,2020,WR
243,Jeff Badet (FA),0,1,0,0,0,0,0,0,0,0,0,3,0,0,0.00%,2020,WR
244,Trey Quinn (DET),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.00%,2020,WR
245,Deon Cain (PHI),0,0,0,0,0,0,0,0,0,0,0,2,0,0,0.00%,2020,WR
246,Ty Montgomery (NE),3,6,27,9,17,0,0,19,101,0,0,6,0,0,0.70%,2020,WR
247,Kevin White (FA),0,0,0,0,0,0,0,0,0,0,0,3,0,0,0.00%,2020,WR
248,Chris Moore (TEN),0,0,0,0,0,0,0,0,0,0,0,3,0,0,0.60%,2020,WR
249,Tajae Sharpe (FA),0,3,0,0,0,0,0,0,0,0,0,4,0,0,0.00%,2020,WR
250,Johnny Holton (FA),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.00%,2020,WR
251,Kendall Hinton (DEN),0,0,0,0,0,0,0,2,7,0,0,1,-0.8,-0.8,0.10%,2020,WR
252,Andre Roberts (FA),4,5,34,8.5,16,0,0,1,-3,0,2,15,-0.9,-0.1,0.00%,2020,WR
253,DeAndre Carter (LV),1,2,8,8,8,0,0,0,0,0,1,13,-1.2,-0.1,0.60%,2020,WR
254,Dede Westbrook (FA),1,1,4,4,4,0,0,0,0,0,1,2,-1.6,-0.8,0.00%,2020,WR
255,Dwayne Harris (FA),0,0,0,0,0,0,0,0,0,0,1,3,-2,-0.7,0.00%,2020,WR
256,Nsimba Webster (CHI),0,0,0,0,0,0,0,0,0,0,1,16,-2,-0.1,0.00%,2020,WR
